"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
Metropolitan Statistical Area
GeoFips,GeoName,2013-2023
45300,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",1.6
45460,"Terre Haute, IN (Metropolitan Statistical Area)",-0.2
45500,"Texarkana, TX-AR (Metropolitan Statistical Area)",-0.2
45540,"The Villages, FL (Metropolitan Statistical Area)",3.7
45780,"Toledo, OH (Metropolitan Statistical Area)",-0.2
45820,"Topeka, KS (Metropolitan Statistical Area)",-0.1
45940,"Trenton-Princeton, NJ (Metropolitan Statistical Area)",0.2
46060,"Tucson, AZ (Metropolitan Statistical Area)",0.7
46140,"Tulsa, OK (Metropolitan Statistical Area)",0.8
46220,"Tuscaloosa, AL (Metropolitan Statistical Area)",1.1
46300,"Twin Falls, ID (Metropolitan Statistical Area)",1.6
46340,"Tyler, TX (Metropolitan Statistical Area)",1.3
46520,"Urban Honolulu, HI (Metropolitan Statistical Area)",-0.1
46540,"Utica-Rome, NY (Metropolitan Statistical Area)",-0.4
46660,"Valdosta, GA (Metropolitan Statistical Area)",0.6
46700,"Vallejo, CA (Metropolitan Statistical Area)",0.5
47020,"Victoria, TX (Metropolitan Statistical Area)",0.2
47220,"Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",-0.4
47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area) *",0.3
47300,"Visalia, CA (Metropolitan Statistical Area)",0.6
47380,"Waco, TX (Metropolitan Statistical Area)",1.0
47460,"Walla Walla, WA (Metropolitan Statistical Area)",0.3
47580,"Warner Robins, GA (Metropolitan Statistical Area)",1.3
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area) *",0.7
47940,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",-0.1
48060,"Watertown-Fort Drum, NY (Metropolitan Statistical Area)",-0.6
48140,"Wausau-Weston, WI (Metropolitan Statistical Area)",0.2
48260,"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",-0.8
48300,"Wenatchee, WA (Metropolitan Statistical Area)",1.0
48540,"Wheeling, WV-OH (Metropolitan Statistical Area)",-0.8
48620,"Wichita, KS (Metropolitan Statistical Area)",0.3
48660,"Wichita Falls, TX (Metropolitan Statistical Area)",0.0
48700,"Williamsport, PA (Metropolitan Statistical Area)",-0.4
48900,"Wilmington, NC (Metropolitan Statistical Area)",1.5
49020,"Winchester, VA-WV (Metropolitan Statistical Area) *",1.1
49180,"Winston-Salem, NC (Metropolitan Statistical Area)",0.7
49340,"Worcester, MA-CT (Metropolitan Statistical Area)",0.5
49420,"Yakima, WA (Metropolitan Statistical Area)",0.3
49620,"York-Hanover, PA (Metropolitan Statistical Area)",0.5
